"UF","Cidade","Data","Dados da apreensão","Tipo penal"
"RO","Guajará-Mirim",15/09/2015,"32 (TRINTA E DOIS) OVOS DE ANIMAIS SILVESTRES, DE COR BRANCA, POSSIVELMENTE DE QUELÔNIOS (TRACAJÁS).","Art.29, Lei 9605/1998"
"SP","São Paulo",16/09/2015,"UM PÁSSARO PICHARRO TRINCA-FERRO, SEM ANILHA, DENTRO DE UMA GAIOLA DE MADEIRA.;UM PÁSSARO PICHARRO TRINCA-FERRO, SEM ANILHA, DENTRO DE UMA GAIOLA DE MADEIRA.;UM PÁSSARO PICHARRO TRINCA-FERRO, SEM ANILHA, DENTRO DE UMA GAIOLA DE MADEIRA.","Art.29, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998"
"SP","Campinas",25/09/2015,"DENTES (PRESA) DE ANIMAIS","Art.29, Lei 9605/1998"
"PR","Ponta Grossa",29/09/2015,"UMA AVE COLEIRO PAPA-CAPIM, SPOROPHILA CAERULESCENS, Nº IDENTIFICAÇÃO: IBAMA 0203 18 PR 2,2 0036.;UMA AVE COLEIRO PAPA-CAPIM, SPOROPHILA CAERULESCENS, Nº IDENTIFICAÇÃO: IBAMA 0203 18 PR 2,2 0036.;UMA AVE COLEIRO PAPA-CAPIM, SPOROPHILA CAERULESCENS, Nº IDENTIFICAÇÃO: IBAMA 0506 18 PR 2,2 079941.;UMA AVE COLEIRO PAPA-CAPIM, SPOROPHILA CAERULESCENS, Nº IDENTIFICAÇÃO: IBAMA 0506 18 PR 2,2 079941.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 005191, COM SINAIS DE ADULTERAÇÃO.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 005191, COM SINAIS DE ADULTERAÇÃO.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 235112.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 235112.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 241747.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 241747.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 406289.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 406289.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 420801.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 420801.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 552390, O QUAL NÃO CONSTA NA RELAÇÃO DO CRIADOR.;UMA AVE TRINCA-FERRO, SALTATOR SIMILIS, Nº IDENTIFICAÇÃO: IBAMA OA 3,5 552390, O QUAL NÃO CONSTA NA RELAÇÃO DO CRIADOR.","Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998"
"GO","Goiânia",30/09/2015,"ARARAS AZUIS FILHOTES;ARARAS AZUIS FILHOTES;ARARAS CANINDES FILHOTES;ARARAS CANINDES FILHOTES;CURIÓ;CURIÓ;JAPIM;JAPIM;PAPAGAIO ADULTO;PAPAGAIO ADULTO;PAPAGAIOS FILHOTES;PAPAGAIOS FILHOTES;PASSERIFORMES DIVERSOS (CANÁRIOS DA TERRA, PAPA CAPIM, BAIANO, ETC.);PASSERIFORMES DIVERSOS (CANÁRIOS DA TERRA, PAPA CAPIM, BAIANO, ETC.);PERIQUITOS FILHOTES;PERIQUITOS FILHOTES;PÁSSAROS PRETOS;PÁSSAROS PRETOS","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998"
"PR","Maringá",02/10/2015,"AVE DA ESPÉCIE ""SÁBIA-PARDA"", COM A ANILHA OA 4.0 090220-IBAMA;AVE DA ESPÉCIE ""SÁBIA-PARDA"", COM A ANILHA OA 4.0 090220-IBAMA;AVE DA ESPÉCIE ""SÁBIA-PARDA"", COM A ANILHA OA 4.0 090220-IBAMA;AVE DA ESPÉCIE ""TICO-TICO REI"" COM A ANILHA NÚMERO OA 2.8. 424851 - IBAMA;AVE DA ESPÉCIE ""TICO-TICO REI"" COM A ANILHA NÚMERO OA 2.8. 424851 - IBAMA;AVE DA ESPÉCIE ""TICO-TICO REI"" COM A ANILHA NÚMERO OA 2.8. 424851 - IBAMA;AVE DA ESPÉCIE ""TICO-TICO"" COM A ANILHA NÚMERO: OA 2.8 424851 - IBAMA;AVE DA ESPÉCIE ""TICO-TICO"" COM A ANILHA NÚMERO: OA 2.8 424851 - IBAMA;AVE DA ESPÉCIE ""TICO-TICO"" COM A ANILHA NÚMERO: OA 2.8 424851 - IBAMA;AVES DA ESPÉCIE """"TRINCA-FERRO"", UM SEM ANILHA, OUTROS COM AS ANILHAS NÚMERO: OA 3.5 258868- IBAMA; OA 4.0 090222-IBAMA; OA 2.8 424966 - IBAMA; OA 4.0 090221 - IBAMA.;AVES DA ESPÉCIE """"TRINCA-FERRO"", UM SEM ANILHA, OUTROS COM AS ANILHAS NÚMERO: OA 3.5 258868- IBAMA; OA 4.0 090222-IBAMA; OA 2.8 424966 - IBAMA; OA 4.0 090221 - IBAMA.;AVES DA ESPÉCIE """"TRINCA-FERRO"", UM SEM ANILHA, OUTROS COM AS ANILHAS NÚMERO: OA 3.5 258868- IBAMA; OA 4.0 090222-IBAMA; OA 2.8 424966 - IBAMA; OA 4.0 090221 - IBAMA.;AVES DA ESPÉCIE ""MARITACA MARACANÃ"" APRESENTANDO SINAIS DE MAL TRATOS (PARTE DAS ASAS CORTADAS);AVES DA ESPÉCIE ""MARITACA MARACANÃ"" APRESENTANDO SINAIS DE MAL TRATOS (PARTE DAS ASAS CORTADAS);AVES DA ESPÉCIE ""MARITACA MARACANÃ"" APRESENTANDO SINAIS DE MAL TRATOS (PARTE DAS ASAS CORTADAS);AVES DA ESPÉCIE ""PÁSSAROS PRETOS"" COM AS ANILHAS NÚMEROS: OA 4.0 090212-IBAMA; OA 4.0 098594 - IBAMA; OA 4.0 097875-IBAMA;AVES DA ESPÉCIE ""PÁSSAROS PRETOS"" COM AS ANILHAS NÚMEROS: OA 4.0 090212-IBAMA; OA 4.0 098594 - IBAMA; OA 4.0 097875-IBAMA;AVES DA ESPÉCIE ""PÁSSAROS PRETOS"" COM AS ANILHAS NÚMEROS: OA 4.0 090212-IBAMA; OA 4.0 098594 - IBAMA; OA 4.0 097875-IBAMA;AVES DA ESPÉCIE ""SABIÁ-LARANJEIRA"" COM SINAIS DE MAUS TRATOS (PERNA MUTILADA), UMA SEM ANILHA, OUTRAS COM NÚMEROS: SISPAS 4.0 PRA 000994; OA 4.0 090212- IBAMA;;AVES DA ESPÉCIE ""SABIÁ-LARANJEIRA"" COM SINAIS DE MAUS TRATOS (PERNA MUTILADA), UMA SEM ANILHA, OUTRAS COM NÚMEROS: SISPAS 4.0 PRA 000994; OA 4.0 090212- IBAMA;;AVES DA ESPÉCIE ""SABIÁ-LARANJEIRA"" COM SINAIS DE MAUS TRATOS (PERNA MUTILADA), UMA SEM ANILHA, OUTRAS COM NÚMEROS: SISPAS 4.0 PRA 000994; OA 4.0 090212- IBAMA;","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998"
"SP","Guarulhos",21/10/2015,"QUATRO OVOS","Art.29, Lei 9605/1998"
"PR","Maringá",21/10/2015,"02 (DOIS) PÁSSAROS DE COLORAÇÃO ESCURA, AMBOS COM ANILHA, APARENTANDO SER TRINCA FERRO, ACONDICIONADOS INDIVIDUALMENTE EM GAIOLAS DE MADEIRA E FERRO.;02 (DOIS) PÁSSAROS DE COLORAÇÃO ESCURA, AMBOS COM ANILHA, APARENTANDO SER TRINCA FERRO, ACONDICIONADOS INDIVIDUALMENTE EM GAIOLAS DE MADEIRA E FERRO.;02 (DOIS) PÁSSAROS DE COLORAÇÃO ESCURA, AMBOS COM ANILHA, APARENTANDO SER TRINCA FERRO, ACONDICIONADOS INDIVIDUALMENTE EM GAIOLAS DE MADEIRA E FERRO.","Art.304, Código Penal;Art.333, Código Penal;Art.334-A, Código Penal"
"AM","Tabatinga",08/11/2015,"10 (DEZ) KG DE CAVALOS MARINHOS.","Art.334-A,§1°,II, Código Penal"
"TO","Araguaína",11/11/2015,"03 (TRÊS) GRAÚNAS;04 (QUATRO) PAPAGAIOS;APROXIMADAMENTE 100 (CEM) CURIÓS","Art.180,§1°, Código Penal;Art.180,§1°, Código Penal;Art.180,§1°, Código Penal"
"MA","São Luís",19/11/2015,"PAPAGAIO COM GAIOLA;PAPAGAIO COM GAIOLA;PAPAGAIO COM GAIOLA","Art.16, Lei 10826/2003;Art.29, Lei 9605/1998;Art.312,§1°, Código Penal"
"DF","Brasília",24/11/2015,"AVE DO TIPO PAPAGAIO","Art.29, Lei 9605/1998"
"MA","Caxias",24/11/2015,"ANIMAIS ABATIDOS CONGELADOS (CAÇAS);ANIMAIS ABATIDOS CONGELADOS (CAÇAS);ANIMAIS ABATIDOS CONGELADOS (CAÇAS)","Art.171, Código Penal;Art.297, Código Penal;Art.299, Código Penal"
"SP","São Sebastião",03/12/2015,"- 01 (UM) CURIÓ (ORYZOBORUS ANGOLENSIS).;- 01 (UMA) COLEIRINHA PAPA-CAPIM (SPOROPHILA CAERULESCENS);_x000D_
- 01 (UM) SABIÁ-PÓCA (TURDUS AMAUROCHNINUS);_x000D_
- 01 (UM) PIXOXÓ (SPOROPHILA FRONTALIS)._x000D_
;- 07 (SETE) PÁSSAROS TRINCA-FERRO VERDADEIROS, ANILHADOS;_x000D_
- 02 (DOIS) CURIÓS, ANILHADOS;_x000D_
- 02 COLEIRINHAS PAPA-CAPIM (01 ANILHADA E OUTRA SEM ANILHA)._x000D_
;- 07 (SETE) PÁSSAROS TRINCA-FERRO VERDADEIROS, ANILHADOS;_x000D_
- 02 (DOIS) CURIÓS, ANILHADOS;_x000D_
- 02 COLEIRINHAS PAPA-CAPIM (01 ANILHADA E OUTRA SEM ANILHA)._x000D_
","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29,§2°, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São Sebastião",07/12/2015,"- 01 (UM) PÁSSARO TRINCA-FERRO-VERDADEIRO (SALTATOR SIMILIS), ANILHAS SISPASS 034867.;- 01 (UM) PÁSSARO TRINCA-FERRO-VERDADEIRO (SALTATOR SIMILIS), ANILHAS SISPASS 490443.;- 01 (UM) PÁSSARO TRINCA-FERRO-VERDADEIRO (SALTATOR SIMILIS), SEM ANILHA.;- 02 (DOIS) PÁSSARO PAPA CAPIM (SPOROPHILA CAERULESCENS), SEM ANILHAS.;01 (HUM) PÁSSARO TRINCA FERRO COM UMA ANILHA ADULTERADA, IBAMA OA 3.5 090179 EM UMA GAIOLA DE MADEIRA; (CASA 2);01 (HUM) PÁSSARO TRINCA FERRO COM UMA ANILHA ADULTERADA, IBAMA OA 3.5 180571 EM UMA GAIOLA DE MADEIRA; (CASA 1);","Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São Sebastião",08/12/2015,"- 01 (UM) PÁSSARO PRETO (GNORIMOPSA CHOPI).;- 02 (DOIS) PÁSSAROS TRINCA FERRO (SALTATOR SIMILIS), SEM ANILHAS.;- 03 (TRÊS) PASSÁROS CONHECIDO COMO COLEIRINHA PAPA CAPIM (SPOROPHILA CACRULESCENS), SENDO 01 (UM) COM ANILHA E 02 (DOIS) SEM ANILHAS.;01 (HUM) PÁSSARO DA ESPÉCIME CANÁRIO DA TERRA VERDADEIRO - ANILHA IBAMA OA 2,8 535656;01 (HUM) PÁSSARO DA ESPÉCIME TRINCA FERRO - ANILHA IBAMA OA 3.5 380827;01 (HUM) PÁSSARO TRINCA FERRO COM UMA ANILHA SISPASS 3.5 SPA 051982;","Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998"
"GO","Goiânia",14/01/2016,"TREZE GAIOLAS PARA PÁSSAROS.;TREZE PÁSSAROS DE DIVERSAS ESPÉCIES, SENDO ELAS, SEGUNDO O DETENTOR, 05 (CINCO) ""PÁSSAROS PRETOS"", 01 (UM) ""BICUDO"", 01 (UM) ""GUAXO"", 01 (UM) ""JAPIRA DO BREJO"", 02 (DOIS) ""GORRINCHOS"", 01 (UM) ""TRINCA FERRO"" E 02 (DOIS) FILHOTES DE ""SABIÁ DAS LARANJEIRAS"".","Art.171,§1°,III, Código Penal;Art.171,§1°,III, Código Penal"
"TO","Palmas",14/01/2016,"15 (QUINZE) PÁSSSAROS DE ESPÉCIES DIVERSAS, DISTRIBUIDOS EM 07 (SETE) GAIOLAS.;15 (QUINZE) PÁSSSAROS DE ESPÉCIES DIVERSAS, DISTRIBUIDOS EM 07 (SETE) GAIOLAS.;15 (QUINZE) PÁSSSAROS DE ESPÉCIES DIVERSAS, DISTRIBUIDOS EM 07 (SETE) GAIOLAS.","Art.288, Código Penal;Art.29, Lei 9605/1998;Art.32, Lei 9605/1998"
"MG","Varginha",22/01/2016,"AVES SILVESTRE, VULGARMENTE CONHECIDA COMO ""MARITACA"" EM SUA RESPECTIVA GAIOLA.","Art.29, Lei 9605/1998"
"BA","Juazeiro",27/01/2016,"AVE CONHECIDA COMO PAPAGAIO.;AVE CONHECIDA COMO PAPAGAIO.","Art.29,§1°,III, Lei 9605/1998;Art.33, Lei 11343/2006"
"RO","Guajará-Mirim",29/01/2016,"UM ANIMAL MORTO APARENTEMENTE SILVESTRE POSSIVELMENTE SENDO UMA COTIA ;UM ANIMAL MORTO APARENTEMENTE SILVESTRE POSSIVELMENTE SENDO UMA COTIA ;UM ANIMAL MORTO APARENTEMENTE SILVESTRE POSSIVELMENTE SENDO UMA COTIA ;UM ANIMAL MORTO APARENTEMENTE SILVESTRE POSSIVELMENTE SENDO UMA COTIA ","Art.180, Código Penal;Art.228, Código Penal;Art.29, Lei 9605/1998;Art.334-A, Código Penal"
"MA","São Luís",04/02/2016,"02 (DOIS) SABIÁS DA MATA (TURDUS FUMIGATUS)","Art.29, Lei 9605/1998"
"AM","Tabatinga",05/02/2016,"10 (DEZ) ARRAIAS ACONDICIONADAS EM SACOS PLÁSTICOS NA MESMA QUANTIDADE.;10 (DEZ) ARRAIAS ACONDICIONADAS EM SACOS PLÁSTICOS NA MESMA QUANTIDADE.;10 (DEZ) ARRAIAS ACONDICIONADAS EM SACOS PLÁSTICOS NA MESMA QUANTIDADE.;APROXIMADAMENTE 380 (TREZENTOS E OITENTA) PEIXES ORNAMENTAIS, POSSIVELMENTE DO TIPO ""BODÓ"", ACONDICIONADOS EM 38 (TRINTA E OITO) SACOS PLÁSTICOS.","-;Art.14,II, Código Penal;Art.2, Lei 12850/2013;Art.334-A,§1°,II, Código Penal"
"SP","São José do Rio Preto",19/02/2016,"- 02 (DOIS) ""CANÁRIOS DA TERRA"". INFORMAÇÃO EXTRAÍDA DO AUTO DE APREENSÃO RELATIVO AO BOPAMB Nº 160.272","Art.296,§1°,III, Código Penal"
"AC","Rio Branco",26/02/2016,"DOIS PÁSSAROS APARENTANDO SER CURIÓ COM AS RESPECTIVAS GAIOLAS, SENDO UM COM ANILHA (SEM DOCUMENTAÇÃO) DE IDENTIFICAÇÃO E OUTRO SEM ANILHA;DOIS PÁSSAROS APARENTANDO SER CURIÓ COM AS RESPECTIVAS GAIOLAS, SENDO UM COM ANILHA (SEM DOCUMENTAÇÃO) DE IDENTIFICAÇÃO E OUTRO SEM ANILHA","Art.29,§1°,III, Lei 9605/1998;Art.334-A,§1°,IV, Código Penal"
"AP","Macapá",02/03/2016,"05 (CINCO) TARTARUGAS DA AMAZÔNIA, ACONDICIONADAS EM UM RECEPIENTE DE PLÁSTICO (BALDE) PRETO.;05 (CINCO) TARTARUGAS DA AMAZÔNIA, ACONDICIONADAS EM UM RECEPIENTE DE PLÁSTICO (BALDE) PRETO.;05 (CINCO) TARTARUGAS DA AMAZÔNIA, ACONDICIONADAS EM UM RECEPIENTE DE PLÁSTICO (BALDE) PRETO.;05 (CINCO) TARTARUGAS DA AMAZÔNIA, ACONDICIONADAS EM UM RECEPIENTE DE PLÁSTICO (BALDE) PRETO.","Art.1, Lei 9613/1998;Art.288, Código Penal;Art.317, Código Penal;Art.333, Código Penal"
"SP","São José do Rio Preto",02/03/2016,"- 04 (QUATRO) ""CANÁRIOS DA TERRRA"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, REFERENTE AO BOPAMB Nº 160.346;- 04 (QUATRO) ""CANÁRIOS DA TERRRA"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, REFERENTE AO BOPAMB Nº 160.346","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",04/03/2016,"- 01 (UM) CANÁRIO-DA-TERRA (""SICALIS FLAVEOLA BRASILIENSIS""). ESTA INFORMAÇÃO FOI EXTRAÍDA DO AUTO DE APREENSÃO RELATIVO AO BOLETIM DE OCORRÊNCIA BOPAMB 160.389;- 01 (UM) CANÁRIO-DA-TERRA (""SICALIS FLAVEOLA BRASILIENSIS""). ESTA INFORMAÇÃO FOI EXTRAÍDA DO AUTO DE APREENSÃO RELATIVO AO BOLETIM DE OCORRÊNCIA BOPAMB 160.389","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São Paulo",04/03/2016,"AVES DA FAUNA SILVESTRE DE NOME COLEIRINHO - PAPA - CAPIM (SPOROPHIA CAERULISCENS), COM ANILHA FALSIFICADA DE NUMERAÇÃO IBAMA OA 3,5 606212;AVES DA FAUNA SILVESTRE DE NOME COLEIRINHO - PAPA - CAPIM (SPOROPHIA CAERULISCENS), COM ANILHA FALSIFICADA DE NUMERAÇÃO IBAMA OA 3,5 606212;AVES DA FAUNA SILVESTRE DE NOME COLEIRINHO - PAPA - CAPIM (SPOROPHIA CAERULISCENS), COM ANILHA FALSIFICADA DE NUMERAÇÃO IBAMA OA 3,5 606212;AVES DA FAUNA SILVESTRE DE NOME COLEIRINHO - PAPA - CAPIM (SPOROPHIA CAERULISCENS), COM ANILHA FALSIFICADA DE NUMERAÇÃO IBAMA OA 3,5 606212","Art.29,§1°, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998;Art.330, Código Penal"
"RS","Santana do Livramento",10/03/2016,"UM ANIMAL SILVESTRE DA ESPÉCIE TATU","Art.29, Lei 9605/1998"
"SP","São José do Rio Preto",11/03/2016,"- 01 (UM) ""AZULÃO"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 01 (UM) ""AZULÃO"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 01 (UM) ""TITIEO"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 01 (UM) ""TITIEO"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 02 (DOIS) ""CANÁRIO DA TERRA"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 02 (DOIS) ""CANÁRIO DA TERRA"". A INFORMAÇÃO FOI EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 160.446.;- 03 (TRÊS) GAIOLAS;- 03 (TRÊS) GAIOLAS","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","Cruzeiro",16/03/2016,"01 PÁSSARO ""TRINCA FERRO"" SALTATOR SIMILIS, FILHOTE, NÃO CADASTRADO NO SISPASS, Nº DE ANILHA SISPASS 067153, DENTRO DE UMA GAIOLA COM OUTRO PÁSSARO.;01 PÁSSARO ""TRINCA FERRO"" SALTATOR SIMILIS, FILHOTE, NÃO CADASTRADO NO SISPASS, Nº DE ANILHA SISPASS 067153, DENTRO DE UMA GAIOLA COM OUTRO PÁSSARO.;01 PÁSSARO ""TRINCA FERRO"" SALTATOR SIMILIS, FILHOTE, NÃO CADASTRADO NO SISPASS, Nº DE ANILHA SISPASS 067153, DENTRO DE UMA GAIOLA COM OUTRO PÁSSARO.;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA COM INDÍCIOS DE FALSIDADE Nº IBAMA AO 3,5 170274, DENTRO DE UMA G AIOLA COM OUTRO PÁSSARO.;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA COM INDÍCIOS DE FALSIDADE Nº IBAMA AO 3,5 170274, DENTRO DE UMA G AIOLA COM OUTRO PÁSSARO.;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA COM INDÍCIOS DE FALSIDADE Nº IBAMA AO 3,5 170274, DENTRO DE UMA G AIOLA COM OUTRO PÁSSARO.;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA IBAMA OA 3,5 485145, EM UMA GAIOLA DE MADEIRA; _x000D_
01 PÁSSARO TRINCA FERRO, SALTATO SIMILIS, SEM ANILHA, EM UMA GAIOLA DE MADEIRA;;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA IBAMA OA 3,5 485145, EM UMA GAIOLA DE MADEIRA; _x000D_
01 PÁSSARO TRINCA FERRO, SALTATO SIMILIS, SEM ANILHA, EM UMA GAIOLA DE MADEIRA;;01 PÁSSARO TRINCA FERRO, SALTATOR SIMILIS, COM ANILHA IBAMA OA 3,5 485145, EM UMA GAIOLA DE MADEIRA; _x000D_
01 PÁSSARO TRINCA FERRO, SALTATO SIMILIS, SEM ANILHA, EM UMA GAIOLA DE MADEIRA;;03 PÁSSAROS ""TRINCA FERRO"", CADA UM DENTRO DE 01 GAIOLA (TOTALIZANDO TRÊS GAIOLAS);03 PÁSSAROS ""TRINCA FERRO"", CADA UM DENTRO DE 01 GAIOLA (TOTALIZANDO TRÊS GAIOLAS);03 PÁSSAROS ""TRINCA FERRO"", CADA UM DENTRO DE 01 GAIOLA (TOTALIZANDO TRÊS GAIOLAS);11 (ONZE) TRINCA-FERROS COM ANILHAS: OA 3,5 300036; OA 3,5 300044; IBAMA 0506 3,5 112798; SOL 146266 2000; SOL 254266 1999; SOL 243266 1999; SISPASS 009218; SISPASS 009219 FILHOTE; SISPASS 009220 FILHOTE; SISPASS 9213; SISPASS 9215._x000D_
10 (DEZ) CURIÓS, COM ANILHAS: IBAMA OA 2,6 583371; IBAMA OA 2=AL0756; SOL 075262 1999; 378226; 276248; 0607; 595930; 665334; 635162; 462668._x000D_
04 (QUATRO) CURIÓS SEM ANILHAS; _x000D_
02 (DOIS) TRINCA-FERROS SEM ANILHAS;_x000D_
02 (DOIS) SÁBIAS LARANJEIRAS SEM ANILHAS.;11 (ONZE) TRINCA-FERROS COM ANILHAS: OA 3,5 300036; OA 3,5 300044; IBAMA 0506 3,5 112798; SOL 146266 2000; SOL 254266 1999; SOL 243266 1999; SISPASS 009218; SISPASS 009219 FILHOTE; SISPASS 009220 FILHOTE; SISPASS 9213; SISPASS 9215._x000D_
10 (DEZ) CURIÓS, COM ANILHAS: IBAMA OA 2,6 583371; IBAMA OA 2=AL0756; SOL 075262 1999; 378226; 276248; 0607; 595930; 665334; 635162; 462668._x000D_
04 (QUATRO) CURIÓS SEM ANILHAS; _x000D_
02 (DOIS) TRINCA-FERROS SEM ANILHAS;_x000D_
02 (DOIS) SÁBIAS LARANJEIRAS SEM ANILHAS.;11 (ONZE) TRINCA-FERROS COM ANILHAS: OA 3,5 300036; OA 3,5 300044; IBAMA 0506 3,5 112798; SOL 146266 2000; SOL 254266 1999; SOL 243266 1999; SISPASS 009218; SISPASS 009219 FILHOTE; SISPASS 009220 FILHOTE; SISPASS 9213; SISPASS 9215._x000D_
10 (DEZ) CURIÓS, COM ANILHAS: IBAMA OA 2,6 583371; IBAMA OA 2=AL0756; SOL 075262 1999; 378226; 276248; 0607; 595930; 665334; 635162; 462668._x000D_
04 (QUATRO) CURIÓS SEM ANILHAS; _x000D_
02 (DOIS) TRINCA-FERROS SEM ANILHAS;_x000D_
02 (DOIS) SÁBIAS LARANJEIRAS SEM ANILHAS.","Art.29,§1 E 4°, Lei 9605/1998;Art.29,§1E4°,III, Lei 9605/1998;Art.29,§1E4°,III, Lei 9605/1998;Art.29,§1E4°,III, Lei 9605/1998;Art.29,§1E4°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998"
